Si,Fe,Cu,Mg,Zn,Ti,Zr,Sc,Mn,Al,SHT_Temperature,SHT_Time,Aging_temperature,Aging_Time,Process,Valence_electrons,Period ,Melting_temperature,Atomic_mass,Heat_of_vaporization,Group,Heat_of_fusion,Electron_negativety,Electron_affinity,Density,Boiling_temperature,Atomic_radius,Atomic_number,Young_modulus,Shear_modulus,Bulk_modulus,Covalent_radius,Poisson_ratio,Mendeleev_number,atomic_volume,Electronegativity_allred,Electronegativity_pauling,Space_group,Work_function,First_ionization_energy,d_valence_electrons,P_valence_electrons,S_valence_electrons,Lattice_a,Lattice_c,YS,El
0.007,0,0.003,0.01,0,0,0,0,0,0.98,515,4,160,6,10000,2.994,3.003,666.453,27.088,291.833,12.891,10.962,1.6099,43.4292,2.70649,2507.506,118.302,13.045,69.769,25.9774,76.05,121.163,0.34846,69.099,16.68817,1.47033,1.6099,224.704,4.19675,580.9707,0.03,0.994,1.997,170.6776388,170.6776388,280,14
0,0,0,0.004,0,0,0,0,0.011,0.985,345,2.5,0,0,5,3.007,3.011,666.406,27.186,291.537,12.89,10.7195,1.60814,42.355,2.74859,2508.246,118.581,13.128,71.308,26.5525,76.36,121.278,0.34943,68.765,16.58897,1.47047,1.60814,224.788,4.19975,579.5812,0.055,0.985,2,172.5083816,172.5146441,55,25
0.07,0.0015,0.001,0.0035,0.001,0,0,0,0,0.923,540,12,155,9,1,3.0645,3.0035,714.247,27.178,296.9565,13.021,13.4476,1.62991,49.18255,2.68916,2539.6125,117.7125,13.1175,68.612,26.1055,77.7705,120.3985,0.34049,69.896,16.85928,1.488785,1.62991,225.0065,4.23362,593.3679,0.029,1.063,1.999,169.1441415,169.1447331,124,3
0,0,0.015,0,0,0,0.0131,0,0.0077,0.9642,0,0,0,0,100000,3.0058,3.0489,686.5417,28.532,296.3026,12.8059,10.88868,1.61022,43.7677,2.880409,2540.8774,119.8889,13.6861,71.8463,26.83365,77.5739,122.011,0.349488,68.3388,16.591551,1.471926,1.61022,224.5323,4.19585,582.08006,0.2147,0.9642,1.985,173.1017495,173.1126819,150,23
0.01,0.006,0.1,0.0025,0.006,0,0,0,0,0.8755,510,12,0,0,5,2.9015,3.112,713.843,31.1045,293.2275,12.7465,11.3165,1.64271,50.8767,3.377535,2515.9175,121.0695,14.7815,76.7815,28.6175,83.0905,122.122,0.34659,69.6855,16.143775,1.50226,1.64271,224.7805,4.231905,599.75715,1.096,0.8955,1.9,178.6272955,178.6306568,248,0.4
0.06,0.001,0.035,0.001,0.001,0,0,0,0,0.902,505,12,155,4,1,3.023,3.037,720.743,28.419,296.92,12.973,13.13625,1.63751,50.9477,2.90554,2540.666,118.614,13.648,70.874,26.846,79.737,120.817,0.34163,69.982,16.64722,1.49612,1.63751,225.062,4.23863,596.4972,0.366,1.022,1.965,171.8010246,171.8016071,164,2
0,0,0,0.045,0,0,0,0,0,0.955,0,0,0,0,10000,2.955,3,659.55,26.865,285.575,12.505,10.61,1.5965,41.065,2.65635,2454.695,119.215,12.955,68.875,25.595,74.605,121.9,0.3473,68.955,16.91915,1.4592,1.5965,223.605,4.16625,584.6135,0,0.955,2,169.5828472,169.5828472,112,13.8
0,0,0,0.04,0,0,0.004,0.007,0.005,0.944,0,0,250,2,100000,2.969,3.02,673.477,27.352,287.358,12.424,10.7108,1.59483,40.882,2.70221,2469.287,120.109,13.184,69.656,25.9565,74.931,122.449,0.34692,68.269,16.94792,1.45816,1.59483,223.379,4.1616,585.2176,0.04,0.944,2,170.4936774,170.5025236,407,4.2
0.06,0.001,0.035,0.001,0.001,0,0,0,0,0.902,505,12,0,0,5,3.023,3.037,720.743,28.419,296.92,12.973,13.13625,1.63751,50.9477,2.90554,2540.666,118.614,13.648,70.874,26.846,79.737,120.817,0.34163,69.982,16.64722,1.49612,1.63751,225.062,4.23863,596.4972,0.366,1.022,1.965,171.8010246,171.8016071,186,3
0,0,0.086,0,0,0,0.009,0,0.0045,0.9005,0,0,0,0,100000,2.9275,3.1085,709.942,30.839,295.8565,12.72,11.00175,1.63215,49.2385,3.294025,2537.647,121.3075,14.673,75.709,28.19575,81.891,122.513,0.348915,69.0165,16.237475,1.492415,1.63215,224.685,4.215875,593.2214,0.9005,0.9005,1.914,177.4534498,177.4603393,278,10.6
0,0,0.0525,0,0,0.0017,0,0,0.0031,0.9427,530,6,270,2,100000,2.9523,3.0573,685.8427,29.034,293.3656,12.8611,10.8421,1.62492,46.74402,3.046497,2521.1433,119.6494,13.8925,73.625,27.35145,79.5542,121.6996,0.349331,69.1649,16.346131,1.484848,1.62492,224.9225,4.21322,586.79102,0.5439,0.9427,1.9475,175.1318163,175.1346623,262,16
0.11,0,0.02,0,0,0,0,0,0.004,0.866,515,2,180,8,100000,3.094,3.024,753.784,27.922,300.108,13.046,15.079,1.64746,54.294,2.80358,2559.938,117.942,13.478,69.182,26.676,80.096,120.192,0.33538,70.466,16.87146,1.50582,1.64746,225.188,4.261,604.321,0.22,1.086,1.98,169.688332,169.6906471,242,4.4
0,0.001,0.044,0.0137,0,0,0.0131,0,0.0077,0.9205,0,0,370,7,100000,2.9631,3.0789,699.6077,29.5929,294.2991,12.5922,10.93108,1.61474,45.3263,3.05383,2522.8891,121.0798,14.1484,73.3848,27.40435,79.0992,122.615,0.348316,68.4801,16.54164,1.476928,1.61474,224.1116,4.193555,589.33007,0.5107,0.9205,1.956,174.8201704,174.8309953,435,7.5
0.018,0.003,0.002,0.04,0.002,0,0,0,0,0.935,0,0,0,0,1,2.974,3.007,676.176,27.135,287.416,12.557,11.3346,1.60454,42.8929,2.69145,2466.586,119.17,13.08,69.205,25.8896,75.59,121.677,0.34486,69.173,16.91925,1.46671,1.60454,223.746,4.18149,589.1155,0.058,0.971,1.998,169.9270065,169.9281843,90,2
0,0,0.016,0.025,0.056,0,0,0,0,0.903,415,2.5,0,0,5,2.903,3.072,653.11,29.645,279.243,12.637,10.4992,1.60938,40.717,3.02455,2393.691,120.451,14.183,72.463,27.079,75.913,121.732,0.34274,69.743,16.62543,1.47912,1.60938,222.489,4.17965,602.5195,0.72,0.903,1.984,173.7247446,173.7569991,105,17
0,0,0.0176,0.0264,0.0552,0.0143,0,0,0,0.8865,490,1,120,24,100000,2.9151,3.0871,668.3824,29.9699,281.05,12.4905,10.61716,1.608391,40.30498,3.055396,2404.0312,121.3422,14.3223,73.1514,27.3454,76.463,122.3345,0.342291,69.0266,16.643662,1.476935,1.608391,222.0271,4.17336,603.9021,0.7566,0.8865,1.9824,174.496039,174.5370404,485,10
0,0,0,0.034,0,0,0.0025,0.0075,0.0045,0.9515,0,0,375,1,100000,2.973,3.017,671.892,27.274,287.9665,12.5015,10.70875,1.596955,41.152,2.700085,2475.4105,119.8265,13.1475,69.7485,25.97475,75.054,122.2635,0.347275,68.324,16.90306,1.459775,1.596955,223.6,4.166625,584.0887,0.035,0.9515,2,170.615418,170.6234882,459,0
0.005,0.003,0.001,0.04,0.001,0,0,0,0,0.95,0,0,0,0,1,2.963,3.005,666.189,27.047,286.725,12.547,10.82475,1.60044,41.6831,2.68556,2463.202,119.21,13.034,69.406,25.848,75.22,121.795,0.34666,68.986,16.88114,1.46273,1.60044,223.751,4.17484,585.9002,0.038,0.96,1.999,170.2038297,170.2044177,83,3
0,0,0,0.045,0,0,0.002,0.008,0.003,0.942,0,0,375,1,100000,2.96,3.015,670.746,27.191,286.13,12.389,10.6805,1.59376,40.732,2.6805,2459.589,120.048,13.109,69.285,25.7935,74.627,122.454,0.34663,68.338,16.98608,1.45693,1.59376,223.271,4.1579,585.6275,0.027,0.942,2,170.0498567,170.0571139,450,0
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,0,0,300,2,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,185,5.18
0.07,0,0,0.0055,0,0,0,0,0,0.9245,535,0.25,0,0,100000,3.0645,3,712.725,27.0535,296.7125,13.0095,13.44,1.62865,49.1055,2.668765,2537.8105,117.6585,13.0645,68.2525,25.9645,77.5095,120.41,0.34057,69.9045,16.886485,1.48758,1.62865,224.9695,4.230875,592.91865,0,1.0645,2,168.7151407,168.7151407,130,23.5
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,325,24,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,400,16
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,0,0,175,6,5,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,145,4
0.07,0.004,0.001,0.0035,0.001,0,0,0,0,0.9205,540,12,245,3,1,3.0645,3.006,716.442,27.2505,297.0915,13.0085,13.45535,1.63046,49.1143,2.702085,2540.4675,117.8075,13.1475,68.9645,26.2455,78.0055,120.426,0.34034,69.8485,16.847205,1.48921,1.63046,225.0165,4.235445,593.82265,0.044,1.0605,1.999,169.5630121,169.5636022,207,2
0.0005,0.0005,0.042,0.004,0.03,0,0,0,0.004,0.919,515,16,510,8,5,2.9285,3.0765,673.77,29.769,287.182,12.816,10.7193,1.622195,44.54765,3.11372,2465.2595,120.1495,14.2325,74.131,27.6401,78.619,121.6445,0.346125,69.521,16.37493,1.48724,1.622195,223.917,4.206115,595.7227,0.743,0.92,1.958,175.6790136,175.6983373,359,9
0.01,0.006,0.1,0.0025,0.006,0,0,0,0,0.8755,0,0,170,8,5,2.9015,3.112,713.843,31.1045,293.2275,12.7465,11.3165,1.64271,50.8767,3.377535,2515.9175,121.0695,14.7815,76.7815,28.6175,83.0905,122.122,0.34659,69.6855,16.143775,1.50226,1.64271,224.7805,4.231905,599.75715,1.096,0.8955,1.9,178.6272955,178.6306568,241,0.4
0.105,0,0,0.0035,0,0,0,0,0,0.8915,0,0,0,0,100000,3.1015,3,739.135,27.0945,299.3525,13.0665,14.8195,1.6394,52.3625,2.657755,2554.0035,117.3595,13.1015,67.4975,25.9895,78.4115,120.02,0.33614,70.3615,16.992095,1.49751,1.6394,225.1015,4.249875,599.91655,0,1.1015,2,167.7168066,167.7168066,280,3.5
0.001,0.0005,0.046,0.0035,0,0,0,0,0.0035,0.9455,525,16,155,20,5,2.955,3.05,682.759,28.77,292.582,12.847,10.8484,1.62248,46.22595,3.003475,2514.9255,119.499,13.7815,73.168,27.19595,79.0605,121.6345,0.349065,69.2025,16.398805,1.48285,1.62248,224.8675,4.210615,586.4791,0.4805,0.9475,1.954,174.6079588,174.6099275,255,17
0,0,0.0424,0.0197,0,0,0.006,0,0.0056,0.9263,0,0,0,0,100000,2.9495,3.06,688.2746,28.9945,291.3595,12.6109,10.83392,1.61437,45.0801,2.995827,2501.4471,120.4455,13.8879,72.7503,27.0971,78.4753,122.2852,0.348166,68.8471,16.557203,1.476372,1.61437,224.1585,4.192725,588.96071,0.464,0.9263,1.9576,174.0939335,174.1000819,300,11.5
0,0,0.02,0.027,0.068,0,0,0,0,0.885,470,10,120,24,5,2.885,3.088,651.91,30.243,276.853,12.595,10.4642,1.61042,40.415,3.10093,2371.661,120.901,14.449,73.109,27.353,76.035,121.828,0.34138,69.909,16.60293,1.48204,1.61042,222.055,4.17795,607.4601,0.88,0.885,1.98,174.4464472,174.4854506,540,10
0,0,0,0.0269,0,0,0.0091,0.0103,0.055,0.8987,0,0,300,6,100000,3.0372,3.0835,711.9098,28.6771,287.4157,12.1892,10.93202,1.593507,39.2026,2.973721,2475.7722,122.5719,13.9612,76.3814,28.795,77.5815,123.5241,0.345924,66.8112,16.699046,1.465638,1.593507,223.1247,4.176965,590.71581,0.3035,0.8987,2,178.2289316,178.2691974,621,4.5
0,0,0,0.0366,0,0,0.0157,0,0,0.9477,0,0,400,10,100000,2.9791,3.0314,678.3955,27.895,291.4669,12.4561,10.78851,1.594624,41.3948,2.724158,2496.3716,120.3698,13.3873,69.0379,25.7805,75.1951,122.5798,0.347647,68.2569,16.966318,1.457291,1.594624,223.3787,4.160775,584.5638,0.0314,0.9477,2,169.7627713,169.7707925,349,23
0,0,0,0.022,0.065,0,0,0,0.004,0.909,470,1.6,200,3,10000,2.917,3.069,646.524,29.476,277.768,12.669,10.44825,1.60576,39.087,2.98634,2380.95,120.326,14.131,72.432,27.121,75.104,121.577,0.34206,69.674,16.6512,1.47759,1.60576,222.271,4.178,602.8716,0.67,0.909,2,173.6998046,173.7395089,161,19
0,0,0,0.05,0,0,0,0,0,0.95,345,2.5,0,0,5,2.95,3,659.5,26.85,284.75,12.45,10.6,1.595,40.85,2.6515,2447.55,119.35,12.95,68.75,25.55,74.45,122,0.347,68.95,16.9535,1.458,1.595,223.45,4.1625,585.415,0,0.95,2,169.4257197,169.4257197,150,35
0.0525,0,0.0112,0.0055,0,0,0,0,0,0.9308,550,6,0,0,10000,3.0358,3.0112,704.29,27.4504,295.6359,12.9696,12.77801,1.626823,48.36,2.745352,2531.6246,118.0834,13.2262,69.327,26.2074,77.8063,120.7082,0.342733,69.7442,16.77305,1.485991,1.626823,224.9345,4.224925,591.141,0.112,1.0358,1.9888,170.0257122,170.0257122,168,22.4
0.09,0,0,0.0035,0,0,0,0,0,0.9065,0,0,0,0,100000,3.0865,3,727.825,27.0795,298.3625,13.0515,14.23,1.63505,51.0035,2.663305,2548.2885,117.4645,13.0865,67.8425,25.9865,78.0515,120.17,0.33809,70.1665,16.940945,1.49346,1.63505,225.0715,4.242375,596.78005,0,1.0865,2,168.1725415,168.1725415,328,8.1
0.07,0,0,0.0055,0,0,0,0,0,0.9245,535,1,0,0,100000,3.0645,3,712.725,27.0535,296.7125,13.0095,13.44,1.62865,49.1055,2.668765,2537.8105,117.6585,13.0645,68.2525,25.9645,77.5095,120.41,0.34057,69.9045,16.886485,1.48758,1.62865,224.9695,4.230875,592.91865,0,1.0645,2,168.7151407,168.7151407,125,21
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,0,0,266,4,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,184.36,8.31
0,0,0.063,0,0,0,0.0018,0,0.003,0.9322,535,8,190,36,5,2.9418,3.0696,690.684,29.5002,293.7386,12.8398,10.87094,1.627586,47.5924,3.11553,2523.737,119.9884,14.0926,74.1586,27.5591,80.2018,121.8442,0.349262,69.234,16.306394,1.48758,1.627586,224.9202,4.21515,588.55268,0.6486,0.9322,1.937,175.7297104,175.7322755,290,10
0.1,0,0,0.0035,0,0,0,0,0,0.8965,525,1,0,0,10000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,120,3.8
0.029,0,0.0147,0.019,0.05,0,0,0.01,0,0.8773,0,0,0,0,10000,2.9453,3.0747,684.7335,29.5959,283.4319,12.6406,11.72101,1.616473,43.5129,2.987662,2426.0401,120.5669,14.1752,71.68,27.0382,76.5578,121.7917,0.339243,69.4662,16.78136,1.484186,1.616473,222.609,4.189425,605.9652,0.657,0.9353,1.9853,172.7398932,172.7743982,215,2.9
0,0,0.006,0.016,0.075,0,0,0,0,0.903,470,10,120,24,5,2.903,3.081,644.39,30.024,277.352,12.737,10.43055,1.60994,39.537,3.05504,2375.494,120.394,14.355,72.81,27.263,75.438,121.461,0.34148,69.92,16.58462,1.48209,1.60994,222.179,4.182,605.6478,0.81,0.903,1.994,174.1286378,174.1717342,470,14
0,0,0,0.025,0,0.0025,0,0,0,0.9725,345,2.5,0,0,5,2.9775,3.0025,662.27,26.9775,289.205,12.7025,10.67,1.602325,41.8365,2.68025,2485.195,118.82,12.9975,69.49,25.82,75.31,121.5975,0.348425,68.85,16.7844,1.463625,1.602325,224.1475,4.18025,581.609,0.005,0.9725,2,170.3420664,170.3437409,90,25
0.007,0,0.003,0.01,0,0,0,0,0,0.98,515,4,160,6,10000,2.994,3.003,666.453,27.088,291.833,12.891,10.962,1.6099,43.4292,2.70649,2507.506,118.302,13.045,69.769,25.9774,76.05,121.163,0.34846,69.099,16.68817,1.47033,1.6099,224.704,4.19675,580.9707,0.03,0.994,1.997,170.6776388,170.6776388,281,18
0.065,0,0.013,0.02,0.068,0,0,0,0,0.834,0,0,165,2,100000,2.964,3.081,698.015,30.07,282.249,12.751,13.0166,1.62934,46.08,3.03985,2406.128,120.068,14.409,71.369,27.275,77.364,120.961,0.33342,70.719,16.81009,1.49931,1.62934,222.402,4.21395,618.7535,0.81,0.964,1.987,172.2700183,172.3095144,332,1.4
0.06,0.001,0.035,0.001,0.001,0,0,0,0,0.902,0,0,205,8,1,3.023,3.037,720.743,28.419,296.92,12.973,13.13625,1.63751,50.9477,2.90554,2540.666,118.614,13.648,70.874,26.846,79.737,120.817,0.34163,69.982,16.64722,1.49612,1.63751,225.062,4.23863,596.4972,0.366,1.022,1.965,171.8010246,171.8016071,179,1.5
0.005,0,0.04,0.006,0,0,0,0,0,0.949,415,2.5,0,0,5,2.959,3.04,680.71,28.467,292.62,12.859,10.9765,1.62125,46.195,2.94273,2514.051,119.207,13.639,72.135,26.827,78.494,121.51,0.34859,69.299,16.47627,1.48111,1.62125,224.824,4.208,586.1273,0.4,0.959,1.96,173.4084757,173.4084757,70,22
0.011,0.001,0.045,0,0,0,0,0,0,0.943,515,14,155,20,1,2.966,3.046,688.297,28.705,294.095,12.916,11.2389,1.62646,47.3443,2.9828,2525.468,119.176,13.743,72.588,27.0482,79.238,121.396,0.34806,69.394,16.42668,1.48574,1.62646,225.026,4.21748,587.442,0.456,0.965,1.955,173.9206764,173.9206764,221,2
0.07,0.004,0.001,0.0035,0.001,0,0,0,0,0.9205,0,0,155,9,1,3.0645,3.006,716.442,27.2505,297.0915,13.0085,13.45535,1.63046,49.1143,2.702085,2540.4675,117.8075,13.1475,68.9645,26.2455,78.0055,120.426,0.34034,69.8485,16.847205,1.48921,1.63046,225.0165,4.235445,593.82265,0.044,1.0605,1.999,169.5630121,169.5636022,138,2
0,0,0,0.0124,0,0,0.005,0.01,0.046,0.9266,0,0,0,0,100000,3.0386,3.066,701.617,28.2908,289.281,12.4426,10.8947,1.59962,40.2288,2.929192,2492.7724,121.4128,13.7546,75.603,28.4144,77.5546,122.836,0.347126,67.2166,16.609228,1.469054,1.59962,223.7826,4.18895,586.77672,0.25,0.9266,2,177.3856769,177.4189858,430,19
0,0,0,0.045,0,0,0.002,0.008,0.003,0.942,0,0,0,0,100000,2.96,3.015,670.746,27.191,286.13,12.389,10.6805,1.59376,40.732,2.6805,2459.589,120.048,13.109,69.285,25.7935,74.627,122.454,0.34663,68.338,16.98608,1.45693,1.59376,223.271,4.1579,585.6275,0.027,0.942,2,170.0498567,170.0571139,280,0
0.0047,0,0,0.141,0,0,0.0017,0.0031,0,0.8495,0,0,0,0,100000,2.8654,3.0065,666.8964,26.7463,270.6106,11.4074,10.63665,1.567812,37.28192,2.568819,2323.4788,122.1283,12.9344,66.3742,24.75314,71.7186,124.0167,0.340695,68.6638,17.631938,1.436167,1.567812,220.4896,4.09238,601.29165,0.0065,0.8589,2,166.3965829,166.3992529,330,7.5
0,0,0.044,0.015,0,0,0,0,0,0.941,0,0,0,0,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,188.3,20.53
0.09,0.001,0.001,0.0055,0.0005,0,0,0,0,0.902,0,0,220,7,5,3.083,3.0025,728.988,27.1585,298.0065,13.022,14.229725,1.63498,50.9437,2.675015,2545.0095,117.5955,13.121,68.0125,26.055,78.1445,120.2325,0.33785,70.1575,16.944345,1.493525,1.63498,224.998,4.241805,597.61505,0.021,1.082,1.999,168.3702699,168.3705671,200,0.8
0.055,0.0005,0.045,0.0005,0.0005,0,0,0,0,0.8985,0,0,0,0,5,3.009,3.046,720.909,28.752,296.8025,12.9565,12.963875,1.63898,51.30135,2.96567,2540.5405,118.8745,13.789,71.512,27.033,80.2285,120.961,0.34229,69.981,16.58186,1.49751,1.63898,225.081,4.23869,596.7961,0.458,1.0085,1.955,172.5487889,172.5490788,110,2
0.17,0.003,0.045,0.005,0.0005,0,0,0,0,0.7765,0,0,175,8,1,3.1195,3.0485,809.769,28.926,303.785,13.0095,17.482125,1.67153,61.4586,2.93168,2578.78,118.286,13.9295,69.107,27.1555,83.084,119.9285,0.32692,71.424,16.99285,1.527905,1.67153,225.1815,4.29464,622.0187,0.473,1.1165,1.955,169.3913567,169.3916521,179,0.8
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,0,0,10000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,130,9.4
0.095,0.001,0.006,0.005,0,0,0,0,0,0.893,0,0,0,0,500,3.084,3.007,735.008,27.331,298.541,13.023,14.4404,1.63801,51.8147,2.70273,2548.65,117.67,13.198,68.191,26.162,78.603,120.227,0.33723,70.247,16.93467,1.4963,1.63801,225.039,4.24598,599.2559,0.066,1.083,1.994,168.5642374,168.5642374,165,5
0,0,0.044,0.015,0,0,0,0,0,0.941,0,0,0,0,10000,2.941,3.044,678.55,28.583,290.833,12.747,10.7712,1.61826,45.655,2.96089,2499.457,119.593,13.689,72.265,26.833,78.351,121.784,0.34866,69.249,16.50185,1.47872,1.61826,224.535,4.19975,587.1965,0.44,0.941,1.956,173.5523349,173.5523349,90,7
0.1,0,0,0.0035,0,0,0,0,0,0.8965,0,0,500,2,100000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,145,16
0.07,0.0015,0.0005,0.0055,0.0005,0,0,0,0,0.922,540,10,155,20,5,3.0635,3.0025,714.1345,27.1345,296.71,13.0005,13.444125,1.629145,49.08055,2.68187,2537.539,117.741,13.099,68.513,26.068,77.6795,120.4325,0.340425,69.885,16.87613,1.48807,1.629145,224.96,4.232045,593.44,0.019,1.062,1.9995,169.0241949,169.024491,290,5
0,0,0,0.022,0.065,0,0,0,0.004,0.909,470,1.6,120,24,10000,2.917,3.069,646.524,29.476,277.768,12.669,10.44825,1.60576,39.087,2.98634,2380.95,120.326,14.131,72.432,27.121,75.104,121.577,0.34206,69.674,16.6512,1.47759,1.60576,222.271,4.178,602.8716,0.67,0.909,2,173.6998046,173.7395089,219,14
0,0,0,0.01,0,0,0,0,0.012,0.978,345,2.5,0,0,5,3.002,3.012,666.932,27.186,290.474,12.818,10.71,1.60628,42.054,2.74754,2499.214,118.786,13.134,71.286,26.552,76.218,121.416,0.34904,68.738,16.62578,1.46916,1.60628,224.594,4.1955,580.683,0.06,0.978,2,172.4717191,172.4785525,70,20
0.1,0,0,0.0035,0,0,0,0,0,0.8965,530,6,160,6,100000,3.0965,3,735.365,27.0895,299.0225,13.0615,14.623,1.63795,51.9095,2.659605,2552.0985,117.3945,13.0965,67.6125,25.9885,78.2915,120.07,0.33679,70.2965,16.975045,1.49616,1.63795,225.0915,4.247375,598.87105,0,1.0965,2,167.8688557,167.8688557,244,9
0.04,0,0.014,0.0265,0.0543,0,0,0,0,0.8652,0,0,0,0,100000,2.9452,3.0683,682.813,29.5419,281.9173,12.6662,12.069295,1.619882,44.1996,2.988227,2409.4419,120.1167,14.1606,71.3209,27.0006,76.7087,121.3383,0.33764,70.2291,16.784149,1.488677,1.619882,222.5752,4.198195,610.22865,0.683,0.9452,1.986,172.2890814,172.3206174,360,2.75
0,0,0,0.042,0,0,0.01,0.002,0.004,0.942,0,0,0,0,10000,2.972,3.026,675.636,27.622,288.698,12.404,10.7396,1.59386,40.952,2.7169,2476.672,120.318,13.292,69.44,25.912,75.046,122.55,0.34712,68.308,16.9644,1.4574,1.59386,223.294,4.1601,585.6258,0.042,0.942,2,170.2333366,170.2418641,296,5.1
0.07,0,0,0.005,0,0,0,0,0,0.925,535,4,160,6,100000,3.065,3,712.73,27.055,296.795,13.015,13.441,1.6288,49.127,2.66925,2538.525,117.645,13.065,68.265,25.969,77.525,120.4,0.3406,69.905,16.88305,1.4877,1.6288,224.985,4.23125,592.8385,0,1.065,2,168.7309262,168.7309262,261,4.9
0.12,0.001,0.006,0.0005,0,0,0,0,0,0.8725,0,0,0,0,500,3.1135,3.007,753.903,27.3695,300.9335,13.0975,15.4319,1.64661,54.2732,2.697845,2564.6055,117.3735,13.2275,67.7285,26.2075,79.3425,119.887,0.33425,70.5765,16.989005,1.50413,1.64661,225.2285,4.261855,603.76205,0.066,1.1125,1.994,167.94855,167.94855,145,2.5
0,0,0,0,0.01,0,0,0,0,0.99,415,2.5,0,0,5,2.99,3.01,657.6,27.38,291.26,12.99,10.6665,1.6104,42.57,2.7444,2502.88,118.24,13.17,70.38,26.17,75.94,121.01,0.349,69.12,16.5958,1.4719,1.6104,224.69,4.199,580.69,0.1,0.99,2,171.423242,171.4290795,40,15
0,0,0.015,0,0,0,0.004,0.008,0,0.973,0,0,390,2,100000,2.989,3.031,678.203,27.955,294.453,12.854,10.8181,1.61123,43.917,2.81134,2529.693,119.285,13.412,70.92,26.382,76.892,121.773,0.34925,68.446,16.63152,1.47104,1.61123,224.628,4.19315,580.6792,0.166,0.973,1.985,172.0299565,172.0364258,349,12
0.0525,0.001,0.006,0.0005,0.0005,0,0,0,0,0.9395,0,0,0,0,500,3.0455,3.0075,702.888,27.321,296.3915,13.0295,12.777475,1.627055,48.1362,2.72504,2538.082,117.858,13.1685,69.3,26.2025,77.7195,120.5625,0.342975,69.705,16.75812,1.486,1.627055,225.078,4.228055,589.8123,0.071,1.0445,1.994,170.0087309,170.0090252,110,9
0.1081,0,0.0027,0.0056,0,0.0015,0,0,0,0.8821,0,0,300,4,100000,3.1013,3.0042,744.1109,27.2227,299.4275,13.0276,14.95534,1.640347,52.70246,2.674173,2553.4518,117.5544,13.1592,67.6047,26.05762,78.6446,120.1192,0.335539,70.3409,17.005723,1.498374,1.640347,224.9961,4.249925,601.47589,0.03,1.0983,1.9973,167.8269732,167.8279929,157.3,17.28
0.07,0.0005,0.0005,0.0055,0.0005,0,0,0,0,0.923,540,10,0,0,5,3.0635,3.0015,713.2565,27.1055,296.656,13.0055,13.441025,1.628925,49.10785,2.6767,2537.197,117.703,13.087,68.372,26.012,77.5855,120.4215,0.340485,69.904,16.88096,1.4879,1.628925,224.956,4.231315,593.2581,0.013,1.063,1.9995,168.8562367,168.8565331,290,5.5
